SA2 Code,SA2 Name,Region (SA3),LGA Code,LGA Name,Trent.Labour Force,Trend.Unemployment,Trend.Unemployment Rate (%),Trend.Jobseeker,Trend.Value of building job(s),Trend.Number of dwellings approved,Trend.Visitor Spend,Trend.Resident Spend,Trend.House Price (Current),Trend.House Rent (P/W),Trend.Unit Price (Current),Trend.Unit Rent (P/W),Trend. Airbnb ADR,Trend.Airbnb Gross Revenue,Trend.Homelessness,Trend.Total Businesses,Trend.Healthcare Businesses,Trend.Tourism Businesses,Trend.Manufacturing Businesses
106031121,Nelson Bay Peninsula,Port Stephens,16400,Port Stephens,Up,Down,Flat,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Up,Up,Down,Up
111031224,Hamilton - Broadmeadow,Newcastle,15900,Newcastle,Down,Up,Up,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Up,Up,Down,Up
115041625,Rouse Hill - Beaumont Hills,Rouse Hill - McGraths Hill,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
122021420,Avalon - Palm Beach,Pittwater,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
111021219,Toronto - Awaba,Lake Macquarie - West,14650,Lake Macquarie,Down,Up,Up,Up,Down,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Up,Down,Up,Up
124041466,Richmond - Clarendon,Richmond - Windsor,13800,Hawkesbury,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
122011418,Balgowlah - Clontarf - Seaforth,Manly,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
120021674,Annandale (NSW),Leichhardt,14170,Inner West,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
117021637,Marrickville - South,Marrickville - Sydenham - Petersham,14170,Inner West,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
117011324,Port Botany Industrial,Botany,16550,Randwick,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
122021422,Newport - Bilgola,Pittwater,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
117031642,Redfern,Sydney Inner City,17200,Sydney,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102011035,Narara,Gosford,11650,Central Coast (NSW),Up,Down,Down,Flat,Up,Up,Up,Up,Up,Flat,Up,Up,Flat,Flat,Up,Down,Flat,Down,Down
102021052,Summerland Point - Gwandalan,Wyong,11650,Central Coast (NSW),Up,Down,Down,Up,Up,Up,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Down,Up,Up,Down,Flat
115011557,Castle Hill - West,Baulkham Hills,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
125041490,North Rocks,Parramatta,16260,Parramatta,Up,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
108051167,Gloucester,Taree - Gloucester,15240,Mid-Coast,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
121031409,Pymble,Ku-ring-gai,14500,Ku-ring-gai,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
111031235,Wickham - Carrington - Tighes Hi,Newcastle,15900,Newcastle,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
111031235,Wickham - Carrington - Tighes Hill,Newcastle,15900,Newcastle,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102011029,Box Head - MacMasters Beach,Gosford,11650,Central Coast (NSW),Up,Down,Down,Flat,Down,Flat,Down,Up,Down,Up,Up,Down,Up,Up,Up,Down,Down,Up,Up
111031226,Maryland - Fletcher - Minmi,Newcastle,15900,Newcastle,Down,Up,Up,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Up,Up,Down,Up
115041301,Pitt Town - McGraths Hill,Rouse Hill - McGraths Hill,13800,Hawkesbury,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
118021569,Randwick - North,Eastern Suburbs - South,16550,Randwick,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
111021221,West Wallsend - Barnsley - Killi,Lake Macquarie - West,14650,Lake Macquarie,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
111021221,West Wallsend - Barnsley - Killingworth,Lake Macquarie - West,14650,Lake Macquarie,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
120021387,Balmain,Leichhardt,14170,Inner West,Down,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
117031330,Erskineville - Alexandria,Sydney Inner City,17200,Sydney,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
106031120,Lemon Tree Passage - Tanilba Bay,Port Stephens,16400,Port Stephens,Up,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Down,Up,Down,Down
120031677,Ashfield - South,Strathfield - Burwood - Ashfield,14170,Inner West,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102011036,Niagara Park - Lisarow,Gosford,11650,Central Coast (NSW),Up,Down,Down,Flat,Down,Up,Down,Up,Down,Down,Up,Flat,Flat,Flat,Down,Down,Up,Up,Down
121021406,Normanhurst - Thornleigh - Westleigh,Hornsby,14000,Hornsby,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
106031123,Seaham - Woodville,Port Stephens,16400,Port Stephens,Up,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Down,Up,Down,Up
102011039,Terrigal - North Avoca,Gosford,11650,Central Coast (NSW),Up,Down,Down,Down,Up,Flat,Down,Up,Up,Up,Up,Flat,Up,Up,Down,Up,Up,Up,Down
115011553,Castle Hill - Central,Baulkham Hills,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
111031232,Stockton - Fullerton Cove,Newcastle,16400,Port Stephens,Down,Up,Up,Flat,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Up,Down,Up,Up
115011622,Kellyville - West,Baulkham Hills,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
121021577,Hornsby - East,Hornsby,14000,Hornsby,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
115011294,Glenhaven,Baulkham Hills,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
102021047,Chittaway Bay - Tumbi Umbi,Wyong,11650,Central Coast (NSW),Up,Down,Down,Up,Down,Flat,Down,Up,Up,Flat,Up,Up,Flat,Flat,Up,Up,Up,Down,Down
117031638,Camperdown - Darlington,Sydney Inner City,17200,Sydney,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
120031676,Ashfield - North,Strathfield - Burwood - Ashfield,14170,Inner West,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
122031429,Freshwater - Brookvale,Warringah,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
115041624,North Kellyville,Rouse Hill - McGraths Hill,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
111031228,Merewether - The Junction,Newcastle,15900,Newcastle,Down,Up,Up,Flat,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Up,Up,Up,Down
115031299,Bilpin - Colo - St Albans,Hawkesbury,13800,Hawkesbury,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
122031424,Beacon Hill - Narraweena,Warringah,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
111011213,Valentine - Eleebana,Lake Macquarie - East,14650,Lake Macquarie,Down,Up,Up,Up,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Up,Up,Flat,Down
108011153,Forster-Tuncurry Surrounds,Great Lakes,15240,Mid-Coast,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
108011153,Forster-Tuncurry Region,Great Lakes,15240,Mid-Coast,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102021048,Gorokan - Kanwal - Charmhaven,Wyong,11650,Central Coast (NSW),Up,Down,Down,Down,Up,Up,Down,Up,Down,Up,Up,Up,Flat,Flat,Down,Down,Up,Up,Flat
122031427,Forestville - Killarney Heights,Warringah,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
122031695,Dee Why - North,Warringah,15990,Northern Beaches,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
122031430,Manly Vale - Allambie Heights,Warringah,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
111011207,Belmont South - Blacksmiths,Lake Macquarie - East,14650,Lake Macquarie,Down,Up,Up,Flat,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Down,Up,Up,Down
122011419,Manly - Fairlight,Manly,15990,Northern Beaches,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
118021566,Maroubra - North,Eastern Suburbs - South,16550,Randwick,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
115011290,Baulkham Hills - East,Baulkham Hills,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
115011290,Baulkham Hills (East),Baulkham Hills,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102011034,Kincumber - Picketts Valley,Gosford,11650,Central Coast (NSW),Up,Down,Down,Flat,Up,Up,Up,Up,Up,Up,Up,Flat,Up,Up,Down,Up,Up,Up,Down
108051170,Taree Region,Taree - Gloucester,15240,Mid-Coast,Down,Down,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
108051170,Taree Surrounds,Taree - Gloucester,15240,Mid-Coast,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102021046,Budgewoi - Buff Point - Halekulani,Wyong,11650,Central Coast (NSW),Up,Down,Down,Up,Down,Up,Down,Up,Up,Up,Down,Up,Flat,Flat,Down,Up,Flat,Down,Up
108051168,Old Bar - Manning Point - Red Head,Taree - Gloucester,15240,Mid-Coast,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
108051171,Wingham,Taree - Gloucester,15240,Mid-Coast,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
121031410,St Ives,Ku-ring-gai,14500,Ku-ring-gai,Up,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
120021389,Lilyfield - Rozelle,Leichhardt,14170,Inner West,Down,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
118021570,Randwick - South,Eastern Suburbs - South,16550,Randwick,Up,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
115021298,Galston - Laughtondale,Dural - Wisemans Ferry,14000,Hornsby,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
117021328,Sydenham - Tempe - St Peters,Marrickville - Sydenham - Petersham,14170,Inner West,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
111031227,Mayfield - Warabrook,Newcastle,15900,Newcastle,Down,Up,Up,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Up,Up,Down,Up
121031412,Wahroonga (East) - Warrawee,Ku-ring-gai,14500,Ku-ring-gai,Up,Down,Down,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
118021567,Maroubra - South,Eastern Suburbs - South,16550,Randwick,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
121021404,Berowra - Brooklyn - Cowan,Hornsby,14000,Hornsby,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
104021089,Sawtell - Boambee,Coffs Harbour,11800,Coffs Harbour,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
117031640,Newtown (NSW),Sydney Inner City,14170,Inner West,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102021055,Tuggerah - Kangy Angy,Wyong,11650,Central Coast (NSW),Up,Up,Up,Flat,Down,Flat,Up,Up,Flat,Flat,Up,Up,Flat,Flat,Down,Up,Down,Flat,Down
117031333,Potts Point - Woolloomooloo,Sydney Inner City,17200,Sydney,Down,Up,Up,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Up,Flat,Flat,Flat,Flat
115021297,Dural - Kenthurst - Wisemans Ferry,Dural - Wisemans Ferry,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Down,Flat,Flat,Flat,Flat
115021297,Dural - Kenthurst - Wisemans Fer,Dural - Wisemans Ferry,17420,The Hills,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
117031643,Rosebery - Beaconsfield,Sydney Inner City,17200,Sydney,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat,Flat
102011037,Point Clare - Koolewong,Gosford,11650,Central Coast (NSW),Up,Down,Down,Flat,Down,Up,Flat,Flat,Up,Down,Down,Up,Flat,Flat,Up,Up,Down,Down,Flat
